,intersection,text_on_sign_exact,code_type,notes,latitude,longitude,zip,city
50,16th-arapahoe,bay 1,,,39.74783333333333,-104.99566666666666,80202.0,denver
51,16th-arapahoe,bay 2,,,39.74783333333333,-104.99566666666666,80202.0,denver
52,16th-larimer,16th street mall,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
53,16th-larimer,pedestrians and authorized vehicles only,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
54,16th-larimer,overland sheepskin,storefront_main,,39.74922222222222,-104.99744444444444,80202.0,denver
55,16th-larimer,cheesecake factory,storefront_main,,39.74922222222222,-104.99744444444444,80202.0,denver
56,16th-larimer,christian science reading room,storefront_main,,39.74922222222222,-104.99744444444444,80202.0,denver
57,16th-larimer,16th street mall,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
58,16th-larimer,one way,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
59,16th-larimer,do not block sign,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
60,16th-larimer,road work ahead,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
61,16th-larimer,road work ahead,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
62,16th-larimer,walk your bike,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
63,16th-larimer,no scooters segways rollerblades mopeds skateboards any time,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
64,16th-larimer,no parking anytime,street_sign,,39.74922222222222,-104.99744444444444,80202.0,denver
65,16th-larimer,wwwoverlandcom,advertisement,,39.74922222222222,-104.99744444444444,80202.0,denver
66,16th-larimer,lime bike,car_signs,,39.74922222222222,-104.99744444444444,80202.0,denver
67,16th-larimer,lamier place condominums,storefront_main,,39.74922222222222,-104.99744444444444,80202.0,denver
68,16th-larimer,clearance 76,car_signs,,39.74922222222222,-104.99744444444444,80202.0,denver
69,16th-larimer,the ups store,storefront_main,,39.74922222222222,-104.99744444444444,80202.0,denver
70,16th-larimer,fed ex car,car_signs,,39.74922222222222,-104.99744444444444,80202.0,denver
71,16th-larimer,university of the rockies,storefront_main,,39.74922222222222,-104.99744444444444,80202.0,denver
72,16th-larimer,tabor center,storefront_main,,39.74922222222222,-104.99744444444444,80202.0,denver
73,16th-larimer,chase atm,storefront_main,,39.74922222222222,-104.99744444444444,80202.0,denver
74,16th-blake,market 16 square,storefront_main,,39.75055555555556,-104.99916666666667,80202.0,denver
75,16th-blake,turning vehicals to,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
76,16th-blake,blake street,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
77,16th-blake,16th street,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
78,16th-blake,curb lane buses only,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
79,16th-blake,cholon modern asian,storefront_main,,39.75055555555556,-104.99916666666667,80202.0,denver
80,16th-blake,tmobile,storefront_main,,39.75055555555556,-104.99916666666667,80202.0,denver
81,16th-blake,for lease,advertisement,,39.75055555555556,-104.99916666666667,80202.0,denver
82,16th-blake,blake,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
83,16th-blake,lodo district,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
84,16th-blake,larimer square,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
85,16th-blake,coors field,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
86,16th-blake,free mall ride,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
87,16th-blake,financed by first bank,advertisement,,39.75055555555556,-104.99916666666667,80202.0,denver
88,16th-blake,little finch cafe and bakery,storefront_main,,39.75055555555556,-104.99916666666667,80202.0,denver
89,16th-blake,chipotle mexican grill,storefront_main,,39.75055555555556,-104.99916666666667,80202.0,denver
90,16th-blake,rush bowls,storefront_main,,39.75055555555556,-104.99916666666667,80202.0,denver
91,16th-blake,att,storefront_main,,39.75055555555556,-104.99916666666667,80202.0,denver
92,16th-blake,entrance,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
93,16th-blake,do not enter,street_sign,,39.75055555555556,-104.99916666666667,80202.0,denver
94,17th-blake,republic parking,street_sign,,39.7515,-104.99794444444444,80202.0,denver
95,17th-blake,chase,storefront_main,,39.7515,-104.99794444444444,80202.0,denver
96,17th-blake,senior housing options,storefront_accessory,,39.7515,-104.99794444444444,80202.0,denver
97,17th-blake,cintas,car_signs,,39.7515,-104.99794444444444,80202.0,denver
98,17th-blake,bg constructions inc,car_signs,,39.7515,-104.99794444444444,80202.0,denver
99,17th-blake,hedges atkins suppy co,storefront_main,,39.7515,-104.99794444444444,80202.0,denver
100,17th-blake,concentra,storefront_main,,39.7515,-104.99794444444444,80202.0,denver
101,17th-blake,public parking,street_sign,,39.7515,-104.99794444444444,80202.0,denver
102,17th-blake,pye barking,car_signs,,39.7515,-104.99794444444444,80202.0,denver
103,17th-blake,market station,sign,,39.7515,-104.99794444444444,80202.0,denver
104,17th-blake,att,storefront_main,,39.7515,-104.99794444444444,80202.0,denver
105,17th-blake,for lease,advertisement,,39.7515,-104.99794444444444,80202.0,denver
106,17th-blake,coca cola,car_signs,,39.7515,-104.99794444444444,80202.0,denver
107,17th-blake,facility solutions group,car_signs,,39.7515,-104.99794444444444,80202.0,denver
108,17th-blake,7 eleven,storefront_main,,39.7515,-104.99794444444444,80202.0,denver
109,17th-blake,do not enter,street_sign,,39.7515,-104.99794444444444,80202.0,denver
110,17th-blake,one way,street_sign,,39.7515,-104.99794444444444,80202.0,denver
111,17th-blake,free market,storefront_main,,39.7515,-104.99794444444444,80202.0,denver
112,17th-blake,early bird,street_sign,,39.7515,-104.99794444444444,80202.0,denver
113,17th-blake,pay here,sign,,39.7515,-104.99794444444444,80202.0,denver
114,17th-larimer,17th and larimer,storefront_main,,,,,
115,17th-larimer,lower downtown,street_sign,,,,,
116,17th-larimer,denver historic district,street_sign,,,,,
117,17th-larimer,mizgoh,street_sign,,,,,
118,17th-larimer,one way,street_sign,,,,,
119,17th-larimer,foward only,street_sign,,,,,
120,17th-larimer,left turn only,street_sign,,,,,
121,17th-larimer,turning vehicles yeild to pedestrian,street_sign,,,,,
122,17th-larimer,turning vehicles yeild to pedestrian,street_sign,,,,,
123,17th-larimer,foward only bus lane,street_sign,,,,,
124,17th-larimer,right turn buses exc,street_sign,,,,,
125,17th-larimer,bus,instructions,,,,,
126,17th-larimer,right one way,street_sign,,,,,
127,17th-larimer,jll,storefront_accessory,,,,,
128,17th-larimer,sales force,storefront_accessory,,,,,
129,17th-larimer,alden torch financial,storefront_accessory,,,,,
130,17th-larimer,lime scooter,advertisement,,,,,
131,17th-larimer,purple haze smoke shop,storefront_main,,,,,
132,17th-larimer,graphic works sign company,car_signs,,,,,
133,17th-larimer,stack subs,storefront_main,,,,,
134,17th-lawrence,17th street,street_sign,,,,,
135,17th-lawrence,one way,street_sign,,,,,
136,17th-lawrence,starbucks coffee,storefront_main,,,,,
137,17th-lawrence,17th street plaza,sign,,,,,
138,17th-lawrence,kpmg,sign,,,,,
139,17th-lawrence,cbre,sign,,,,,
140,17th-lawrence,jll,sign,,,,,
141,17th-lawrence,fox rothschild,sign,,,,,
142,17th-lawrence,norton rose fulbright,sign,,,,,
143,17th-lawrence,lawrence street,street_sign,,,,,
144,17th-lawrence,signal,street_sign,,,,,
145,17th-lawrence,tabor center,sign,,,,,
146,17th-lawrence,right lane must turn right,street_sign,,,,,
147,17th-lawrence,no parking anytime,street_sign,,,,,
148,17th-lawrence,scraps,advertisement,,,,,
149,17th-lawrence,parking,street_sign,,,,,
150,17th-lawrence,tc,sign,,,,,
151,17th-lawrence,enter 6 9 max clearence,street_sign,,,,,
152,17th-lawrence,exit only,street_sign,,,,,
153,17th-lawrence,westin denver downtown valet parking,storefront_main,,,,,
154,15th-larimer,ariat,storefront_main,,39.748305555555554,-104.99861111111112,80202.0,denver
155,15th-larimer,stetson,storefront_main,,39.748305555555554,-104.99861111111112,80202.0,denver
156,15th-larimer,sidewalk closed ahead pedestrians cross over,instructions,,39.748305555555554,-104.99861111111112,80202.0,denver
157,15th-larimer,bus,instructions,,39.748305555555554,-104.99861111111112,80202.0,denver
158,15th-larimer,right turn only,street_sign,,39.748305555555554,-104.99861111111112,80202.0,denver
159,15th-larimer,right turn only,street_sign,,39.748305555555554,-104.99861111111112,80202.0,denver
160,15th-larimer,no rght turn on red,instructions,,39.748305555555554,-104.99861111111112,80202.0,denver
161,15th-larimer,seafood steaks cocktails,storefront_accessory,,39.748305555555554,-104.99861111111112,80202.0,denver
162,15th-larimer,shop sip and be merry,storefront_accessory,,39.748305555555554,-104.99861111111112,80202.0,denver
163,15th-larimer,carimer square holiday market,storefront_accessory,,39.748305555555554,-104.99861111111112,80202.0,denver
164,15th-larimer,ocean prime,storefront_accessory,,39.748305555555554,-104.99861111111112,80202.0,denver
165,15th-larimer,seafood steaks cocktails,storefront_accessory,,39.748305555555554,-104.99861111111112,80202.0,denver
166,15th-larimer,ocean prime,storefront_main,,39.748305555555554,-104.99861111111112,80202.0,denver
167,15th-larimer,left turn only,instructions,,39.748305555555554,-104.99861111111112,80202.0,denver
168,15th-larimer,no double turns,instructions,,39.748305555555554,-104.99861111111112,80202.0,denver
169,15th-larimer,one way,instructions,,39.748305555555554,-104.99861111111112,80202.0,denver
170,15th-larimer,the capital grille,storefront_main,,39.748305555555554,-104.99861111111112,80202.0,denver
171,15th-larimer,the capital grille,storefront_accessory,,39.748305555555554,-104.99861111111112,80202.0,denver
172,15th-larimer,the capital grille,storefront_accessory,,39.748305555555554,-104.99861111111112,80202.0,denver
173,15th-larimer,van leeuwen,storefront_main,,39.748305555555554,-104.99861111111112,80202.0,denver
174,15th-lawrence,canvas,storefront_main,,,,,
175,15th-lawrence,granite building,storefront_main,,,,,
176,15th-lawrence,ocean prime,storefront_main,,,,,
177,15th-lawrence,ariat,storefront_main,,,,,
178,15th-lawrence,first bank,storefront_main,,,,,
179,15th-lawrence,no turn on red,street_sign,,,,,
180,15th-lawrence,one way,street_sign,,,,,
181,15th-lawrence,turning vehicles,street_sign,,,,,
182,15th-lawrence,bike signal,street_sign,,,,,
183,15th-lawrence,cu,storefront_main,,,,,
184,15th-lawrence,writer square,sign,,,,,
185,15th-lawrence,parking,sign,,,,,
186,15th-lawrence,blue moon,car_signs,,,,,
187,15th-lawrence,public parking,sign,,,,,
188,15th-lawrence,watch for bikes and scooters,sign,,,,,
189,15th-lawrence,caution,sign,,,,,
190,15th-lawrence,jake jabs center,storefront_main,,,,,
191,15th-lawrence,meet your moment,advertisement,,,,,
192,15th-lawrence,university of colorado denver,,,,,,
193,15th-lawrence,1200 lawrence st,,,,,,
194,15th-lawrence,one way,,,,,,
195,15th-lawrence,one way,,,,,,
196,15th-lawrence,university of colorado private parking by permit only,,,,,,
197,15th-lawrence,clearance 6 8,,,,,,
198,15th-lawrence,please watch for cars coming on ramp,,,,,,
199,15th-lawrence,private parking garage entrance,,,,,,
200,15th-lawrence,university of colorado denver,,,,,,
201,15th-lawrence,garage entrance private parking please watch for cars on ramp,,,,,,
202,15th-lawrence,p,,,,,,
203,15th-lawrence,only one year of hard work and dedication to launch your career one year mba cu denver business school,,,,,,
204,15th-lawrence,jake jabs center for entrepreneurship,,,,,,
205,15th-lawrence,university of colorado denver business school,,,,,,
206,15th-lawrence,loading only all times,,,,,,
207,15th-lawrence,p,,,,,,
208,15th-lawrence,ambius interior plants living greenwalls premium scenting holiday decor enhancing interior landscapes since 1963,,,,,,
209,15th-lawrence,jp morgan center for,,,,,,
210,15th-lawrence,30 minute loading all times,,,,,,
211,15th-lawrence,no parking anytime tow away zone,,,,,,
212,15th-lawrence,no parking anytime tow away zone,,,,,,
213,15th-lawrence,left lane only,,,,,,
214,15th-lawrence,office space for lease larimer square,,,,,,
215,15th-lawrence,granite building,,,,,,
216,15th-lawrence,larimer square next left,,,,,,
217,15th-lawrence,bus only,,,,,,
218,15th-lawrence,roosevelt,storefront_main,,,,,
219,15th-lawrence,the front porch,storefront_main,,,,,
220,15th-lawrence,15th st one way,,,,,,
221,15th-lawrence,bus only,car_signs,,,,,
222,15th-lawrence,great mountain views,advertisement,,,,,
223,18th-glenarm,bus only,street_sign,,39.74575,-104.98808333333334,80202.0,denver
224,18th-glenarm,1800 18th st,,,39.74575,-104.98808333333334,80202.0,denver
225,18th-glenarm,one way,,,39.74575,-104.98808333333334,80202.0,denver
226,18th-glenarm,18th st glenarm,,,39.74575,-104.98808333333334,80202.0,denver
227,18th-glenarm,1800,,,39.74575,-104.98808333333334,80202.0,denver
228,18th-glenarm,1800 glenarm,,,39.74575,-104.98808333333334,80202.0,denver
229,18th-glenarm,public parking,,,39.74575,-104.98808333333334,80202.0,denver
230,18th-glenarm,pay here,,,39.74575,-104.98808333333334,80202.0,denver
231,18th-glenarm,600 each 12 hr,,,39.74575,-104.98808333333334,80202.0,denver
232,19th-california,1700 illegible,,,39.747972222222224,-104.98858333333334,80202.0,denver
233,18th-glenarm,20000 max,,,39.74575,-104.98808333333334,80202.0,denver
234,18th-glenarm,visa mastercard discover american express,,,39.74575,-104.98808333333334,80202.0,denver
235,18th-glenarm,denvr bikeway n capitol hill 01,,,39.74575,-104.98808333333334,80202.0,denver
236,18th-glenarm,union station 09,,,39.74575,-104.98808333333334,80202.0,denver
237,18th-glenarm,union station 09,,,39.74575,-104.98808333333334,80202.0,denver
238,18th-glenarm,public parking,,,39.74575,-104.98808333333334,80202.0,denver
239,18th-glenarm,pay here,,,39.74575,-104.98808333333334,80202.0,denver
240,18th-glenarm,600 each 12 hr,,,39.74575,-104.98808333333334,80202.0,denver
241,18th-glenarm,20000 max,,,39.74575,-104.98808333333334,80202.0,denver
242,18th-glenarm,1700 illegible,,,39.74575,-104.98808333333334,80202.0,denver
243,18th-glenarm,parking,,,39.74575,-104.98808333333334,80202.0,denver
244,18th-glenarm,public parking,,,39.74575,-104.98808333333334,80202.0,denver
245,18th-glenarm,touchless payment options,,,39.74575,-104.98808333333334,80202.0,denver
246,18th-glenarm,enter exit,,,39.74575,-104.98808333333334,80202.0,denver
247,18th-glenarm,10,,,39.74575,-104.98808333333334,80202.0,denver
248,18th-glenarm,private property,,,39.74575,-104.98808333333334,80202.0,denver
249,18th-glenarm,no trespassing,,,39.74575,-104.98808333333334,80202.0,denver
250,18th-glenarm,no parking anytime tow away zone,,,39.74575,-104.98808333333334,80202.0,denver
251,18th-glenarm,street sweeping this side 2am 6am tuesday and thursday tow away zone,,,39.74575,-104.98808333333334,80202.0,denver
252,18th-glenarm,paybyphone,,,39.74575,-104.98808333333334,80202.0,denver
253,18th-glenarm,the denver,,,39.74575,-104.98808333333334,80202.0,denver
254,18th-glenarm,no parking anytime tow away zone,,,39.74575,-104.98808333333334,80202.0,denver
255,18th-glenarm,denver bikeway to n capitol hill,,,39.74575,-104.98808333333334,80202.0,denver
256,18th-glenarm,the ride,,,39.74575,-104.98808333333334,80202.0,denver
257,18th-glenarm,denver bikeway civic center 06 denver illegible 03,,,39.74575,-104.98808333333334,80202.0,denver
258,18th-glenarm,no parking anytime tow away zone,,,39.74575,-104.98808333333334,80202.0,denver
259,18th-glenarm,street sweeping this side 2am 6am monday and wednesday tow away zone,,,39.74575,-104.98808333333334,80202.0,denver
260,18th-glenarm,street sweeping this side 2am 6am tuesday and thursday tow away zone,,,39.74575,-104.98808333333334,80202.0,denver
261,18th-glenarm,no parking anytime tow away zone,,,39.74575,-104.98808333333334,80202.0,denver
262,18th-glenarm,one way,,,39.74575,-104.98808333333334,80202.0,denver
263,18th-glenarm,do not enter,,,39.74575,-104.98808333333334,80202.0,denver
264,18th-glenarm,road closed ahead,,,39.74575,-104.98808333333334,80202.0,denver
265,18th-glenarm,pay at exit credit card only,,,39.74575,-104.98808333333334,80202.0,denver
266,18th-glenarm,clearance 68,,,39.74575,-104.98808333333334,80202.0,denver
267,18th-glenarm,p paybyphone park pay,,,39.74575,-104.98808333333334,80202.0,denver
268,18th-glenarm,p paybyphone park pay,,,39.74575,-104.98808333333334,80202.0,denver
269,18th-glenarm,denver bikeway to denver,,,39.74575,-104.98808333333334,80202.0,denver
270,18th-glenarm,street sweeping this side 2am 6am tuesday and thursday tow away zone,,,39.74575,-104.98808333333334,80202.0,denver
271,18th-glenarm,no parking anytime tow away zone,,,39.74575,-104.98808333333334,80202.0,denver
272,18th-glenarm,road work ahead,,,39.74575,-104.98808333333334,80202.0,denver
273,18th-glenarm,18th st 1800,,,39.74575,-104.98808333333334,80202.0,denver
274,18th-glenarm,no turn on red,,,39.74575,-104.98808333333334,80202.0,denver
275,18th-glenarm,no double turns,,,39.74575,-104.98808333333334,80202.0,denver
276,18th-glenarm,exit only,,,39.74575,-104.98808333333334,80202.0,denver
277,18th-glenarm,stop when red light is on,,,39.74575,-104.98808333333334,80202.0,denver
278,18th-glenarm,receiving dock clearance 12 4 clearance 12 4 clearance 12 4,,,39.74575,-104.98808333333334,80202.0,denver
279,18th-glenarm,upton selling 2024 studios 1 2 and 3 bedroom residences register now uptownresidencescom,advertisement,,39.74575,-104.98808333333334,80202.0,denver
280,18th-glenarm,union station illegible,street_sign,,39.74575,-104.98808333333334,80202.0,denver
281,18th-glenarm,five points illegible,street_sign,,39.74575,-104.98808333333334,80202.0,denver
282,18th-glenarm,denver downtown illegible,street_sign,,39.74575,-104.98808333333334,80202.0,denver
283,18th-glenarm,no parking anytime tow away zone,street_sign,,39.74575,-104.98808333333334,80202.0,denver
284,18th-glenarm,grand hyatt,storefront_main,,39.74575,-104.98808333333334,80202.0,denver
285,18th-glenarm,truck loading by permit only all other times,street_sign,,39.74575,-104.98808333333334,80202.0,denver
286,18th-glenarm,street sweeping this side 2am 6am monday and wednesday tow away zone,street_sign,,39.74575,-104.98808333333334,80202.0,denver
287,18th-glenarm,no parking anytime tow away zone,street_sign,,39.74575,-104.98808333333334,80202.0,denver
288,18th-glenarm,uptown residences live above,advertisement,,39.74575,-104.98808333333334,80202.0,denver
289,19th-california,exit only do not enter,,,39.747972222222224,-104.98858333333334,80202.0,denver
290,19th-california,19th street 1900,,,39.747972222222224,-104.98858333333334,80202.0,denver
291,19th-california,one way,,,39.747972222222224,-104.98858333333334,80202.0,denver
292,19th-california,parking open 24 hours,,,39.747972222222224,-104.98858333333334,80202.0,denver
293,19th-california,only,,,39.747972222222224,-104.98858333333334,80202.0,denver
294,19th-california,only,,,39.747972222222224,-104.98858333333334,80202.0,denver
295,19th-california,only,,,39.747972222222224,-104.98858333333334,80202.0,denver
296,19th-california,only busses excepted,,,39.747972222222224,-104.98858333333334,80202.0,denver
297,19th-california,california st 700,,,39.747972222222224,-104.98858333333334,80202.0,denver
298,19th-california,no turn on red,,,39.747972222222224,-104.98858333333334,80202.0,denver
299,19th-california,44 wheat ridge rtd the ride,,,39.747972222222224,-104.98858333333334,80202.0,denver
300,19th-california,westword,,,39.747972222222224,-104.98858333333334,80202.0,denver
301,19th-california,no rear attachments allowed in garage includes bike tire and ski parker is responsible for any damage to property,,,39.747972222222224,-104.98858333333334,80202.0,denver
302,19th-california,entrance clearance 66,,,39.747972222222224,-104.98858333333334,80202.0,denver
303,19th-california,after hours use stout street entrance,,,39.747972222222224,-104.98858333333334,80202.0,denver
304,19th-california,entrance clearance 66,,,39.747972222222224,-104.98858333333334,80202.0,denver
305,19th-california,clearance 66 clearance 66,,,39.747972222222224,-104.98858333333334,80202.0,denver
306,19th-california,united states bankrupcy court,,,39.747972222222224,-104.98858333333334,80202.0,denver
307,19th-california,no parking anytime tow away zone,,,39.747972222222224,-104.98858333333334,80202.0,denver
308,19th-california,one way,,,39.747972222222224,-104.98858333333334,80202.0,denver
309,19th-california,train only do not enter,,,39.747972222222224,-104.98858333333334,80202.0,denver
310,19th-california,want to be catholic tuesdays 630pm,,,39.747972222222224,-104.98858333333334,80202.0,denver
311,19th-california,westword,,,39.747972222222224,-104.98858333333334,80202.0,denver
312,19th-california,the ride,,,39.747972222222224,-104.98858333333334,80202.0,denver
313,19th-california,no parking anytime tow away zone,street_sign,,39.747972222222224,-104.98858333333334,80202.0,denver
314,19th-california,street sweeping this side 2am 6am tuesday and thursday tow away zone,street_sign,,39.747972222222224,-104.98858333333334,80202.0,denver
315,19th-california,new to the zoo gorilla trek vr experience,advertisement,,39.747972222222224,-104.98858333333334,80202.0,denver
316,19th-california,2 hour limit,,,39.747972222222224,-104.98858333333334,80202.0,denver
317,19th-california,2 hour limit,,,39.747972222222224,-104.98858333333334,80202.0,denver
318,19th-california,2 hour limit,,,39.747972222222224,-104.98858333333334,80202.0,denver
319,19th-california,speed limit 25,,,39.747972222222224,-104.98858333333334,80202.0,denver
320,19th-california,no parking anytime tow away zone,,,39.747972222222224,-104.98858333333334,80202.0,denver
321,19th-california,street sweeping illegible tow away zone,,,39.747972222222224,-104.98858333333334,80202.0,denver
322,19th-california,no parking anytime tow away zone,,,39.747972222222224,-104.98858333333334,80202.0,denver
323,19th-california,right lane must turn right,,,39.747972222222224,-104.98858333333334,80202.0,denver
324,19th-california,plaza parking,,,39.747972222222224,-104.98858333333334,80202.0,denver
325,19th-california,parking open 24 hours,,,39.747972222222224,-104.98858333333334,80202.0,denver
326,19th-california,entrance clearance 610,,,39.747972222222224,-104.98858333333334,80202.0,denver
327,19th-california,entrance temporarily closed,,,39.747972222222224,-104.98858333333334,80202.0,denver
328,19th-california,exit only exit only,,,39.747972222222224,-104.98858333333334,80202.0,denver
329,20th-blake,coors field,,,39.75436111111111,-104.99425,,
330,20th-blake,one way,,,39.75436111111111,-104.99425,,
331,20th-blake,blake st 1500,,,39.75436111111111,-104.99425,,
332,20th-blake,one way,,,39.75436111111111,-104.99425,,
333,20th-blake,notice please do not place encumbrances in the public right of way the city will remove all items encumbering the public space in this area,,,39.75436111111111,-104.99425,,
334,20th-blake,i25 e express lanes,,,39.75436111111111,-104.99425,,
335,20th-blake,road work ahead,,,39.75436111111111,-104.99425,,
336,20th-blake,home plate,,,39.75436111111111,-104.99425,,
337,20th-blake,the player,,,39.75436111111111,-104.99425,,
338,20th-blake,home plate,,,39.75436111111111,-104.99425,,
339,20th-blake,cr cr,,,39.75436111111111,-104.99425,,
340,20th-blake,cr cr,,,39.75436111111111,-104.99425,,
341,20th-blake,win a 2000 scholarship colorado mesa university coloradomesaeducoke coca cola,,,39.75436111111111,-104.99425,,
342,20th-blake,blake st 20th st i25 hov 3,,,39.75436111111111,-104.99425,,
343,20th-blake,bicycle parking only all times,,,39.75436111111111,-104.99425,,
344,20th-blake,painting with a twist,,,39.75436111111111,-104.99425,,
345,20th-blake,denver bikeway to lower downtown,,,39.75436111111111,-104.99425,,
346,20th-blake,1948 blake,,,39.75436111111111,-104.99425,,
347,20th-blake,gate b ballpark museum,,,39.75436111111111,-104.99425,,
348,20th-blake,national ballpark museum,,,39.75436111111111,-104.99425,,
349,20th-blake,open,,,39.75436111111111,-104.99425,,
350,20th-blake,chfa,,,39.75436111111111,-104.99425,,
